㐀	~[FFE;][RE;][REE;][YZE;]
𥽏	~[RFM;][RVAM;][RVEM;]
𥽐	~[RAMM;][ZAMM;]
𥽑	~[MRSM;]
𥽒	~[GSST;][MSST;]
𥽓	~[MLTU;]
𥽔	~[MSP;][MSPN;]
𥽕	~[MNJ;][MNJS;]
𥽖	~[MFWW;][MLWW;][MWWF;][MWWL;]
𥽗	~[MPDT;][MRN;][MWPT;]
𥽘	~[MRFA;][MRFB;]
𥽙	~[MQPD;]
𥽚	~[RQJM;]
𥽛	~[MUW;]
𥽜	~[MZQH;]
𥽝	~[MLYP;]
𥽞	~[MQFY;]
𥽟	~[MTMP;]
𥽠	~[FWWM;][LWWM;][WFFL;][WWFM;]
𥽡	~[BDMB;]
𥽢	~[MTXD;]
𥽣	~[MUEF;]
𥽤	~[JUMB;]
𥽥	~[MUV;]
𥽦	~[FEBM;]
𥽧	~[ZDBM;][ZLBM;]
𥽨	~[MLTO;]
𥽩	~[MCWW;]
𥽪	~[MZMF;]
𥽫	~[MRFF;][MROF;]
𥽬	~[MLN;][MLOK;]
𥽭	~[MMCS;][MMJS;][MMN;]
𥽮	~[MUQQ;]
𥽯	~[MUTH;][MUTO;]
𥽰	~[MLTM;]
𥽱	~[GMLS;][GMWS;]
𥽲	~[FRM;]
𥽳	~[GMNR;][MEER;][MGNR;]
𥽴	~[MNPO;]
𥽵	~[MSYR;]
𥽶	~[MCPP;]
𥽷	~[MSRB;]
𥽸	~[MISS;][MLF;][MSIS;]
𥽹	~[CMLT;][CMOT;]
𥽺	~[MFSV;]
𥽻	~[MSNF;]
𥽼	~[MRMV;]
𥽽	~[ZOBS;]
𥽾	~[MCSD;][MJQD;]
𥽿	~[FEBM;][FGRM;]
𥾀	~[MCGF;]
𥾁	~[MZOA;][MZOI;][MZOU;]
𥾂	~[MUOW;]
𥾃	~[MISC;][MSIC;]
𥾄	~[ZOBM;]
𥾅	~[SJJ;]
𥾆	~[SGL;][SLL;]
𥾇	~[SWI;]
𥾈	~[BSA;]
𥾉	~[SNY;]
𥾊	~[SRL;][SRZ;]
𥾋	~[SRP;]
𥾌	~[SWE;][SZJ;][SZX;]
𥾍	~[SGJ;]
𥾎	~[SER;]
𥾏	~[SQK;][SQY;]
𥾐	~[SAX;]
𥾑	~[SGL;][SQL;]
𥾒	~[SQJ;]
𥾓	~[SBI;][SSI;]
𥾔	~[SNP;][SPN;]
𥾕	~[SER;]
𥾖	~[SSL;]
𥾗	~[SSA;]
𥾘	~[SYE;]
𥾙	~[SFIN;][SFP;][SFX;][SSN;]
𥾚	~[MNR;][SNR;]
𥾛	~[SCD;]
𥾜	~[XUS;]
𥾝	~[STLY;]
𥾞	~[SNN;]
𥾟	~[LSA;][RRS;]
𥾠	~[SDAA;][SDAN;][SDB;]
𥾡	~[SNB;][SNR;]
𥾢	~[SNR;][SUE;]
𥾣	~[SJU;]
𥾤	~[SUU;]
𥾥	~[XXS;]
𥾦	~[SRR;]
𥾧	~[SJN;][SLN;]
𥾨	~[SKL;][SKZ;]
𥾩	~[LUS;]
𥾪	~[SBB;]
𥾫	~[SFJ;]
𥾬	~[SEW;]
𥾭	~[SEI;][SEN;]
𥾮	~[SAQ;]
𥾯	~[SQI;]
𥾰	~[SRO;]
𥾱	~[SJL;]
𥾲	~[SZU;]
𥾳	~[SKR;]
𥾴	~[SCL;][SICL;]
𥾵	~[SLU;]
𥾶	~[SUE;]
𥾷	~[SXJ;]
𥾸	~[SNM;]
𥾹	~[SHJ;]
𥾺	~[SBB;]
𥾻	~[LBS;][LRS;][LSA;]
𥾼	~[SLW;]
𥾽	~[SLP;]
𥾾	~[SPP;]
𥾿	~[SWJ;]
𥿀	~[SDO;]
𥿁	~[SKE;]
𥿂	~[SHA;]
𥿃	~[DOS;]
𥿄	~[SXE;]
𥿅	~[VDS;]
𥿆	~[SEO;][SYEO;]
𥿇	~[SFB;][SYZ;]
𥿈	~[SGU;]
𥿉	~[SQB;][SYS;]
𥿊	~[SKA;]
𥿋	~[SUR;]
𥿌	~[SWD;]
𥿍	~[SJO;]
𥿎	~[SCP;]
𥿏	~[VSA;]
𥿐	~[SAK;][SBEK;][SBKE;][SBRK;]
𥿑	~[SMJ;][SNR;]
𥿒	~[SNRA;][SNRE;][SNZ;]
𥿓	~[SBO;]
𥿔	~[SYBX;][SYPX;][SYX;]
𥿕	~[SZO;]
𥿖	~[SFO;]
𥿗	~[SOB;]
𥿘	~[SHN;]
𥿙	~[SFJ;][SFX;][SHJ;][SHX;][SPF;]
𥿚	~[YDS;]
𥿛	~[SNY;]
𥿜	~[SNS;][SVS;]
𥿝	~[PAXS;]
𥿞	~[SPA;]
𥿟	~[EBS;][ENS;]
𥿠	~[SXN;]
𥿡	~[SCF;]
𥿢	~[SNPU;][SNU;]
𥿣	~[SIK;]
𥿤	~[SKE;][SPO;]
𥿥	~[SPY;]
𥿦	~[SZA;]
𥿧	~[SPNO;]
𥿨	~[SCO;]
𥿩	~[BIS;][RIS;][WIS;]
𥿪	~[SBLS;][SLBS;]
𥿫	~[SCC;]
𥿬	~[SBE;]
𥿭	~[SXXU;]
𥿮	~[SAXI;]
𥿯	~[SLK;]
𥿰	~[SRT;]
𥿱	~[SRZ;]
𥿲	~[SFE;]
𥿳	~[SPOX;]
𥿴	~[SCT;][SFT;]
𥿵	~[SUS;]
𥿶	~[SRI;][STNR;]
𥿷	~[SDAA;][SDAD;][SDAX;]
𥿸	~[SPN;]
𥿹	~[SLF;]
𥿺	~[SFG;]
𥿻	~[SFD;]
𥿼	~[SFS;]
𥿽	~[SNG;]
𥿾	~[SNA;]
𥿿	~[LNS;]
𦀀	~[NGS;]
𦀁	~[SUUU;]
𦀂	~[JAQS;]
𦀃	~[SYN;]
𦀄	~[SDR;][SOER;]
𦀅	~[SVS;]
𦀆	~[SDD;][SND;]
𦀇	~[SEBY;][SUY;]
𦀈	~[SSR;]
𦀉	~[SRT;]
𦀊	~[SEN;][SJQB;]
𦀋	~[SBW;]
𦀌	~[SGO;]
𦀍	~[SLZ;]
𦀎	~[SDR;]
𦀏	~[SGP;]
𦀐	~[SLY;]
𦀑	~[SWR;]
𦀒	~[DSU;]
𦀓	~[SLJ;]
𦀔	~[SIQK;][SQK;]
𦀕	~[SOC;][SOCL;]
𦀖	~[SYUD;]
𦀗	~[SYF;]
𦀘	~[SBY;]
𦀙	~[SPOC;]
𦀚	~[SOK;]
𦀛	~[SWS;]
𦀜	~[SGY;]
𦀝	~[SOBN;][SOBO;][SORN;][SORO;]
𦀞	~[SENE;][SEOE;]
𦀟	~[WSS;]
𦀠	~[STS;]
𦀡	~[SWO;]
𦀢	~[SVFB;][SVYZ;]
𦀣	~[PWWS;][WWS;]
𦀤	~[DDS;]
𦀥	~[GES;]
𦀦	~[SXN;]
𦀧	~[DODS;]
𦀨	~[SEB;]
𦀩	~[SOPU;][SPAU;][SPEU;][SPPU;]
𦀪	~[SPPD;]
𦀫	~[SLAD;]
𦀬	~[SADK;][SAN;]
𦀭	~[SFO;]
𦀮	~[SWS;]
𦀯	~[SCYO;][SONO;]
𦀰	~[SBY;]
𦀱	~[ELSS;][ETS;]
𦀲	~[SEO;]
𦀳	~[SFA;]
𦀴	~[SRF;]
𦀵	~[SCC;]
𦀶	~[SOQN;]
𦀷	~[SHX;][SUBP;][SURP;]
𦀸	~[SPDR;]
𦀹	~[STA;]
𦀺	~[SCJ;]
𦀻	~[SFLP;]
𦀼	~[SENB;]
𦀽	~[SSO;]
𦀾	~[SLT;]
𦀿	~[SCM;]
𦁀	~[SMB;]
𦁁	~[SHE;]
𦁂	~[SPB;]
𦁃	~[SBQ;]
𦁄	~[SFK;]
𦁅	~[SVD;]
𦁆	~[SCU;][SJQU;]
𦁇	~[SAEH;][SBRH;]
𦁈	~[SNBI;][SNRI;]
𦁉	~[SLG;]
𦁊	~[SYYP;]
𦁋	~[LAQS;]
𦁌	~[SAFD;][SAYT;]
𦁍	~[SEK;]
𦁎	~[SRD;]
𦁏	~[SDIL;][SDQL;][SXL;]
𦁐	~[SCEE;][SCEU;]
𦁑	~[SDBG;]
𦁒	~[NBEB;][NBEL;][NBFB;]
𦁓	~[AQBS;]
𦁔	~[SEDH;][SGNH;]
𦁕	~[SNMH;]
𦁖	~[SNIQ;][SNQ;]
𦁗	~[SZS;]
𦁘	~[DPS;]
𦁙	~[SLUR;]
𦁚	~[SIWL;][SLWW;][SWIL;][SWWL;]
𦁛	~[SLUT;][STT;]
𦁜	~[SRT;]
𦁝	~[TZES;][TZPS;]
𦁞	~[HHS;]
𦁟	~[SFLK;][SLIK;]
𦁠	~[SDU;]
𦁡	~[SZZ;]
𦁢	~[SEK;]
𦁣	~[SZG;]
𦁤	~[SAYH;]
𦁥	~[SEBR;][SEBS;][SENI;][SESR;][SESS;][SRI;][SRX;]
𦁦	~[SLZO;]
𦁧	~[SZF;]
𦁨	~[SJCB;][SVBB;]
𦁩	~[SLYY;]
𦁪	~[SYBY;][SYE;][SYRY;]
𦁫	~[RUS;]
𦁬	~[RDS;]
𦁭	~[SZU;]
𦁮	~[SNBB;][SNRR;]
𦁯	~[SDAX;][SDNX;][SNXX;]
𦁰	~[SIQR;]
𦁱	~[SYFR;][SYRO;][SYRR;]
𦁲	~[SZR;]
𦁳	~[SHZ;]
𦁴	~[SEIE;][SGE;][SGI;][SIEE;][SIG;]
𦁵	~[SNG;]
𦁶	~[SLEB;]
𦁷	~[SFXU;]
𦁸	~[SAOP;]
𦁹	~[SLPU;][SLX;]
𦁺	~[SMI;][SMY;]
𦁻	~[SPDI;]
𦁼	~[STP;]
𦁽	~[SDK;]
𦁾	~[SIC;]
𦁿	~[SGJO;]
𦂀	~[SLRU;]
𦂁	~[SBEQ;]
𦂂	~[SYPT;]
𦂃	~[SLHT;][SLNT;][SLOT;]
𦂄	~[SBPD;]
𦂅	~[SUOT;]
𦂆	~[SOHW;][SOOW;]
𦂇	~[SZC;][SZP;]
𦂈	~[SIQU;][SQU;]
𦂉	~[SGG;]
𦂊	~[SLDP;]
𦂋	~[SCFT;]
𦂌	~[YYAS;]
𦂍	~[SRO;][SRXO;]
𦂎	~[HFS;]
𦂏	~[SFH;]
𦂐	~[SLFD;][SNLD;]
𦂑	~[SCYO;]
𦂒	~[SBER;][SBI;]
𦂓	~[SRV;]
𦂔	~[SDCD;][SED;][SNCD;]
𦂕	~[SQNU;]
𦂖	~[SPQR;][SPR;]
𦂗	~[SURS;]
𦂘	~[SFFT;]
𦂙	~[SBNY;]
𦂚	~[SVSU;]
𦂛	~[SFVA;]
𦂜	~[SGNG;][SPDG;]
𦂝	~[SOLU;]
𦂞	~[CSS;]
𦂟	~[FPBS;]
𦂠	~[SLDS;]
𦂡	~[SDBH;]
𦂢	~[SPER;][SPQR;]
𦂣	~[SWWE;]
𦂤	~[SCBK;]
𦂥	~[SLOW;]
𦂦	~[SNPO;]
𦂧	~[SAB;][SADB;]
𦂨	~[SNTD;]
𦂩	~[SEW;]
𦂪	~[SAJD;][SID;]
𦂫	~[SRB;]
𦂬	~[SCB;][SCFL;]
𦂭	~[SRIO;][SROI;][SRTO;]
𦂮	~[SOXA;][SOXF;]
𦂯	~[SDCB;][SNCB;]
𦂰	~[SEFU;]
𦂱	~[SRC;]
𦂲	~[SENB;][SENS;][SESS;]
𦂳	~[RSA;][RVAS;]
𦂴	~[SNXE;]
𦂵	~[SMIL;][SMIN;][SMIZ;]
𦂶	~[SLIO;][SLOI;][SLTO;][SVO;]
𦂷	~[SQOC;][SQOQ;]
𦂸	~[SPDW;]
𦂹	~[SFJ;]
𦂺	~[SLD;]
𦂻	~[SMIE;]
𦂼	~[SKBL;][SKL;][SKLB;][SKLR;][SKRL;]
𦂽	~[SNBD;][SNRD;]
𦂾	~[SSNW;]
𦂿	~[SJND;]
𦃀	~[SMIA;]
𦃁	~[SBBP;][SWP;]
𦃂	~[FIOS;][RSA;][RVAS;]
𦃃	~[PBBS;]
𦃄	~[SFRS;]
𦃅	~[HSPO;]
𦃆	~[JNSO;]
𦃇	~[SLZR;]
𦃈	~[SEIU;][SGIU;][SGU;][SIEU;][SIGU;]
𦃉	~[SGNE;][SPDE;]
𦃊	~[SCT;]
𦃋	~[SPOB;]
𦃌	~[SENU;][SEU;]
𦃍	~[SPOR;]
𦃎	~[SRAQ;]
𦃏	~[SXAU;][SXTU;]
𦃐	~[SUAC;][SUBC;]
𦃑	~[SRFS;]
𦃒	~[SEES;][SEUS;]
𦃓	~[SDDQ;][SOQ;]
𦃔	~[SEOT;]
𦃕	~[SDAH;][SEPH;][SFYH;]
𦃖	~[SFFR;]
𦃗	~[BEUS;]
𦃘	~[SCL;]
𦃙	~[DRBS;]
𦃚	~[BBBS;]
𦃛	~[SBBB;][SWB;]
𦃜	~[SRND;]
𦃝	~[SRS;]
𦃞	~[SPA;][SPOH;]
𦃟	~[ESS;]
𦃠	~[SCEQ;]
𦃡	~[SPS;]
𦃢	~[LRUS;]
𦃣	~[SXOO;]
𦃤	~[MPDS;]
𦃥	~[SNGS;][SNS;][SNWS;]
𦃦	~[JOOS;]
𦃧	~[SPDO;]
𦃨	~[SGT;]
𦃩	~[SQBP;][SQRP;]
𦃪	~[SJE;][SJNY;]
𦃫	~[SNOS;]
𦃬	~[SPIU;]
𦃭	~[SNE;]
𦃮	~[SRLH;]
𦃯	~[SQP;]
𦃰	~[SFIL;][SFQL;]
𦃱	~[SGNH;][SPDH;]
𦃲	~[SNEQ;]
𦃳	~[SLFH;]
𦃴	~[SOXQ;]
𦃵	~[SIRH;][SIZH;]
𦃶	~[SFV;]
𦃷	~[SFDX;]
𦃸	~[SRF;]
𦃹	~[SADO;]
𦃺	~[SPID;]
𦃻	~[SDR;][SDRB;]
𦃼	~[SNDL;]
𦃽	~[SSOC;][SSOL;]
𦃾	~[SDRF;]
𦃿	~[SFYU;]
𦄀	~[SMF;]
𦄁	~[SDKW;]
𦄂	~[SFNN;]
𦄃	~[SJKO;]
𦄄	~[SEOB;]
𦄅	~[SAQF;]
𦄆	~[AYQ;][SYQ;]
𦄇	~[SWDY;]
𦄈	~[SAR;]
𦄉	~[AQPS;]
𦄊	~[FOPS;][FPOS;]
𦄋	~[SNF;]
𦄌	~[SYBA;][SYBX;][SYBZ;][SYKA;][SYRA;][SYRX;][SYRZ;][SYZ;]
𦄍	~[SDXX;][SJXB;]
𦄎	~[SNRU;]
𦄏	~[STSU;]
𦄐	~[LBS;]
𦄑	~[SFFE;][SHHE;]
𦄒	~[SFFM;]
𦄓	~[SFPR;][SPDR;]
𦄔	~[SNBP;][SNRP;]
𦄕	~[SRSY;]
𦄖	~[SCDB;][SERB;][SETB;][SODB;][STDB;]
𦄗	~[STMB;]
𦄘	~[SEEQ;][SEQ;]
𦄙	~[SZEZ;]
𦄚	~[SMZB;]
𦄛	~[SDDQ;][SOOQ;][SOQ;]
𦄜	~[SFDS;][SHDS;]
𦄝	~[SLRF;]
𦄞	~[SMO;]
𦄟	~[SLFM;]
𦄠	~[INBS;]
𦄡	~[SDFN;]
𦄢	~[SLEQ;]
𦄣	~[SLOK;][SLRK;]
𦄤	~[SAQR;]
𦄥	~[SUUH;]
𦄦	~[SFBC;][SYZC;]
𦄧	~[SRFD;][SROD;]
𦄨	~[SYNS;]
𦄩	~[SRAD;]
𦄪	~[SCSR;]
𦄫	~[SREG;]
𦄬	~[SEDB;]
𦄭	~[SHRW;]
𦄮	~[SENB;]
𦄯	~[CUAS;][JQUS;][XSA;]
𦄰	~[SOAE;][SOH;]
𦄱	~[SPEU;][SPTU;]
𦄲	~[SNPB;][SNPO;]
𦄳	~[EMBS;]
𦄴	~[SWHS;]
𦄵	~[SMH;]
𦄶	~[SORR;]
𦄷	~[STN;][STNW;][STW;]
𦄸	~[SIBU;]
𦄹	~[SJQ;][SJZJ;]
𦄺	~[SADU;][SAU;]
𦄻	~[SOA;][SOMB;][SOXB;]
𦄼	~[SMT;][SMTB;]
𦄽	~[SWFT;]
𦄾	~[SFB;][SFED;][SFEN;][SVN;]
𦄿	~[SQF;]
𦅀	~[SEIA;]
𦅁	~[SDH;][SDYD;]
𦅂	~[SBWF;][SEWF;]
𦅃	~[SVF;]
𦅄	~[STUP;][STX;]
𦅅	~[SLQ;]
𦅆	~[SBED;]
𦅇	~[SJOK;]
𦅈	~[SYDM;]
𦅉	~[SCPU;]
𦅊	~[SBBD;]
𦅋	~[SQNH;]
𦅌	~[SBNS;]
𦅍	~[SUUS;]
𦅎	~[SCNF;][SJQF;]
𦅏	~[SRR;][STNR;]
𦅐	~[FST;][FSTB;]
𦅑	~[SMIM;]
𦅒	~[SUF;][SUH;][SUUF;][SUUH;]
𦅓	~[MTMS;][MTS;]
𦅔	~[QFS;]
𦅕	~[JNSJ;][JNSQ;]
𦅖	~[SAOE;]
𦅗	~[SBKI;]
𦅘	~[SMD;]
𦅙	~[SUW;]
𦅚	~[NBSS;][USOS;]
𦅛	~[SEIA;]
𦅜	~[SNTT;]
𦅝	~[SBHM;][SBKM;]
𦅞	~[SJAK;]
𦅟	~[SLQF;]
𦅠	~[SAJ;][SRJQ;][SRRJ;][SRRQ;]
𦅡	~[SDLS;]
𦅢	~[SRNH;]
𦅣	~[SEEP;][SEKP;][SKP;]
𦅤	~[SMW;]
𦅥	~[SNQL;][SNX;][SUIL;][SUQL;]
𦅦	~[SQND;]
𦅧	~[SFES;][SFR;]
𦅨	~[MST;][MSTB;]
𦅩	~[SAQD;]
𦅪	~[BBBS;]
𦅫	~[HSAP;]
𦅬	~[DBGS;]
𦅭	~[SBBQ;]
𦅮	~[SBBJ;]
𦅯	~[SZYA;]
𦅰	~[SCDJ;][SXJ;]
𦅱	~[SCSB;][SCSS;]
𦅲	~[SYZI;]
𦅳	~[SPOJ;][SPOR;]
𦅴	~[CMSA;][CMSE;]
𦅵	~[SZAS;]
𦅶	~[SRD;][SRDB;][SRDL;]
𦅷	~[SRH;][SRYD;]
𦅸	~[EWUS;][NBWS;][UUFS;][UUZS;][UWUS;]
𦅹	~[ELOS;][NBLS;][ULOS;]
𦅺	~[SFAF;]
𦅻	~[HSE;][HSEP;][HSEU;]
𦅼	~[SNLI;][SVO;]
𦅽	~[PBBS;]
𦅾	~[PDFS;]
𦅿	~[SDNC;]
𦆀	~[SBKI;]
𦆁	~[FOUZ;][FUSA;][FUSX;][FUSZ;]
𦆂	~[SFNC;]
𦆃	~[SAQI;][SKI;]
𦆄	~[SKKP;][SKKX;]
𦆅	~[SDFF;]
𦆆	~[SLBF;][SLQ;]
𦆇	~[SRGO;][SRJO;]
𦆈	~[SVM;][SVU;]
𦆉	~[SLKF;]
𦆊	~[SDLQ;][SLDQ;]
𦆋	~[SJBB;]
𦆌	~[SLUD;]
𦆍	~[SLCZ;][SLJZ;]
𦆎	~[SFDG;]
𦆏	~[SRQO;][SRYO;]
𦆐	~[SRNW;]
𦆑	~[SLQY;]
𦆒	~[SPNK;][SPOK;]
𦆓	~[SMIP;]
𦆔	~[SENP;][SHX;]
𦆕	~[CSS;][SCS;]
𦆖	~[SDBF;]
𦆗	~[PBBA;]
𦆘	~[SPDR;]
𦆙	~[SUQ;]
𦆚	~[SNLK;]
𦆛	~[SFXP;][SUFP;][SUXP;][SXFP;]
𦆜	~[SRUB;][SRUK;][SRUQ;]
𦆝	~[SCRA;]
𦆞	~[SVFC;][SVFF;][SVFS;]
𦆟	~[SRNQ;]
𦆠	~[SFCB;][SFQ;]
𦆡	~[SLFM;]
𦆢	~[SNBR;][SNXR;]
𦆣	~[SCLW;]
𦆤	~[SBBX;][SBR;][SBSX;]
𦆥	~[SNUC;]
𦆦	~[SFVZ;]
𦆧	~[SBBI;][SIBI;]
𦆨	~[SLRU;]
𦆩	~[EESS;]
𦆪	~[SLQK;]
𦆫	~[BEFS;][BJDS;][BOJS;][JBDS;][JBES;][JBOS;]
𦆬	~[SRMZ;][SRPZ;]
𦆭	~[SNHT;]
𦆮	~[SEEP;]
𦆯	~[SNCB;]
𦆰	~[EBBS;][EKBS;]
𦆱	~[SFFT;]
𦆲	~[SLEM;]
𦆳	~[SBOR;]
𦆴	~[SDWF;]
𦆵	~[SDCR;][SEE;][SNCR;]
𦆶	~[SRYI;]
𦆷	~[SRSY;]
𦆸	~[SEWW;]
𦆹	~[SFA;][SFEA;]
𦆺	~[SAPB;][SAPT;][SATB;][SATT;]
𦆻	~[SSFS;][SSL;][SSOS;]
𦆼	~[SNRA;][SNRR;]
𦆽	~[JNSJ;]
𦆾	~[HSLJ;]
𦆿	~[SDRW;]
𦇀	~[SFFH;]
𦇁	~[SAJP;][SIFP;]
𦇂	~[RBNC;][REBC;][RSNC;]
𦇃	~[SZH;][SZYD;]
𦇄	~[SQQQ;]
𦇅	~[SJCB;][SVDB;]
𦇆	~[MGPS;]
𦇇	~[SYRY;][SYYY;]
𦇈	~[SPBI;]
𦇉	~[SCO;][SCOU;]
𦇊	~[SSEC;]
𦇋	~[SREH;][SREM;][SRER;]
𦇌	~[SEFA;][SEFP;][SEFU;]
𦇍	~[SYNU;]
𦇎	~[SRP;][SRPH;]
𦇏	~[SFYK;]
𦇐	~[SGWF;]
𦇑	~[SLTH;]
𦇒	~[SLOO;]
𦇓	~[SWWF;][SWWL;][SWWW;]
𦇔	~[SLHZ;]
𦇕	~[STTP;]
𦇖	~[SZSB;][SZST;]
𦇗	~[SFLW;][SOLW;]
𦇘	~[SLBH;]
𦇙	~[SEQ;]
𦇚	~[EMRS;]
𦇛	~[SJCB;][SVSB;]
𦇜	~[SEEQ;][SENQ;]
𦇝	~[SFFS;]
𦇞	~[SCEW;][SQW;]
𦇟	~[SLGF;]
𦇠	~[SRCH;][SRJH;]
𦇡	~[SEWW;][SUWW;][SWWE;][SWWU;]
𦇢	~[SPPD;]
𦇣	~[SBEB;][SBGB;][SEBB;][SGBB;]
𦇤	~[SQEE;]
𦇥	~[ISSB;][ISSN;][ISSU;][LFNN;][LFPU;][SISB;][SISN;][SISU;]
𦇦	~[SGT;][SGTB;]
𦇧	~[SFLR;]
𦇨	~[LOMS;][LOXS;]
𦇩	~[SRLF;]
𦇪	~[SRFA;][SRFB;]
𦇫	~[SUFH;]
𦇬	~[SAOM;]
𦇭	~[SPDW;]
𦇮	~[SAGQ;]
𦇯	~[SQR;]
𦇰	~[SAQZ;]
𦇱	~[SFEU;][SFRU;]
𦇲	~[SBBY;][SBRY;][SBSY;]
𦇳	~[SEPF;][SGPF;][SPOF;]
𦇴	~[SRAR;]
𦇵	~[WIWS;][WWES;]
𦇶	~[SBEW;][SEBW;][SGBW;]
𦇷	~[ISSL;][LFIL;][LFQL;][SISL;]
𦇸	~[SCPP;]
𦇹	~[MNBS;][MNRS;][SMNS;]
𦇺	~[SLTS;]
𦇻	~[PBBE;][PBBP;][PBBU;]
𦇼	~[SRC;]
𦇽	~[SFOU;][SFUU;]
𦇾	~[SMNI;][SMV;]
𦇿	~[SDCR;][SEEE;][SNCR;]
𦈀	~[PBBT;]
𦈁	~[PBBJ;]
𦈂	~[SXYR;]
𦈃	~[SJCK;][SVNK;]
𦈄	~[SSOS;]
𦈅	~[SQQM;]
𦈆	~[SWNB;]
𦈇	~[EMES;][GMSS;][MEES;][MGSS;]
𦈈	~[SKA;]
𦈉	~[SNC;]
𦈊	~[SWE;]
𦈋	~[SEO;]
𦈌	~[SJCS;][SVS;]
𦈍	~[SAKZ;]
𦈎	~[SBQJ;]
𦈏	~[SXD;]
𦈐	~[SCW;]
𦈑	~[SCY;]
𦈒	~[SUOT;]
𦈓	~[SQK;]
𦈔	~[SQU;]
𦈕	~[SAI;][SAUR;]
𦈖	~[SDEE;]
𦈗	~[SFRS;]
𦈘	~[SRAO;][SRO;]
𦈙	~[SRUU;]
𦈚	~[SAQS;]
𦈛	~[SDRU;]
𦈜	~[SVT;]
𦈝	~[SOLB;]
𦈞	~[SCOL;][SPJ;]
𦈟	~[STRS;][STTS;]
𦈠	~[SEIH;]
𦈡	~[SUR;][SUTR;]
𦈢	~[WZE;][WZL;]
𦈣	~[WUEK;][WUKE;][WURK;]
𦈤	~[WUKE;][WUPK;][WURK;]
𦈥	~[WUET;][WURI;]
𦈦	~[WUF;]
𦈧	~[WUB;]
𦈨	~[WUK;]
𦈩	~[IRWU;]
𦈪	~[WULB;][WUWA;]
𦈫	~[WUWU;]
𦈬	~[ZFWU;]
𦈭	~[WUAT;]
𦈮	~[WTLE;][WUEE;][WUII;][WUTE;][WUTL;]
𦈯	~[OOWU;]
𦈰	~[WUYY;]
𦈱	~[BIWU;][RIWU;]
𦈲	~[WULH;]
𦈳	~[WASU;][WAWU;]
𦈴	~[WUEZ;]
𦈵	~[WUEI;][WUSI;][WUUI;]
𦈶	~[WUBO;]
𦈷	~[WULS;][WUTS;]
𦈸	~[WUAE;][WUH;]
𦈹	~[SNOE;][SNOU;]
𦈺	~[WUN;][WUNO;]
𦈻	~[WUAQ;][WUK;]
𦈼	~[GJJE;][GJJU;][GRYE;][GRYU;][GWU;]
𦈽	~[WUEU;]
𦈾	~[WUFH;][WUZH;]
𦈿	~[WUP;][WUPN;]
𦉀	~[WUPK;]
𦉁	~[WUDZ;][WUJ;]
𦉂	~[WUGQ;]
𦉃	~[WUST;]
𦉄	~[WUZU;]
𦉅	~[WUO;][WUOE;][WUOK;]
𦉆	~[WUTE;]
𦉇	~[WUCK;]
𦉈	~[PBBE;][PBBU;]
𦉉	~[WUDQ;][WUOQ;]
𦉊	~[WUAA;][WUI;][WUIA;]
𦉋	~[VZZH;][WZZH;]
𦉌	~[WUZH;]
𦉍	~[MMWU;]
𦉎	~[WUEV;]
𦉏	~[WUUK;]
𦉐	~[WUBW;]
𦉑	~[WZZH;]
𦉒	~[WUFL;][WUFO;][WUFX;]
𦉓	~[WUNF;]
𦉔	~[EWUC;][EWUL;]
𦉕	~[WUO;][WUOJ;]
𦉖	~[WUPY;]
𦉗	~[WUYR;]
𦉘	~[WUSX;]
𦉙	~[WULF;]
𦉚	~[TWUE;][TWUO;]
𦉛	~[WUZT;]
𦉜	~[WUNI;][WUV;]
𦉝	~[SNWU;]
𦉞	~[RFWU;][RVAE;][RVAU;][RVEE;][RVEU;]
𦉟	~[WUZU;]
𦉠	~[TWUE;][TWUO;]
𦉡	~[WZDT;]
𦉢	~[WUUO;]
𦉣	~[UOOE;][UOOU;]
𦉤	~[TXXA;]
𦉥	~[SOCE;][SOCU;]
𦉦	~[KMBE;][KMBU;][KSWU;]
𦉧	~[ZEOE;][ZEOU;]
𦉨	~[LSOE;][LSOU;]
𦉩	~[QQWQ;][QWUQ;]
𦉪	~[NRL;]
𦉫	~[NRI;]
𦉬	~[FTI;]
𦉭	~[FRL;][NEER;][NRL;][OOR;][ORL;]
𦉮	~[NXC;][NXF;]
𦉯	~[NXXE;][OXX;]
𦉰	~[NBE;]
𦉱	~[FCL;]
𦉲	~[NBJ;][NRJ;]
𦉳	~[NUU;]
𦉴	~[FJJ;]
𦉵	~[FBN;]
𦉶	~[FNN;][FNY;]
𦉷	~[FYE;]
𦉸	~[NBBF;][NXXF;]
𦉹	~[FNA;]
𦉺	~[FBBF;][NBBF;]
𦉻	~[NUUG;][OUUJ;]
𦉼	~[FDN;]
𦉽	~[NXXF;]
𦉾	~[FFL;]
𦉿	~[FKK;][NREK;][NRKE;][NRRK;]
𦊀	~[NBF;][NXF;]
𦊁	~[FBL;]
𦊂	~[FDE;]
𦊃	~[FAY;]
𦊄	~[FKE;]
𦊅	~[NBAD;][NRAD;]
𦊆	~[FZE;]
𦊇	~[NBL;][NRL;]
𦊈	~[FUE;]
𦊉	~[NRE;]
𦊊	~[FED;][FGN;]
𦊋	~[NBT;][NXT;]
𦊌	~[NUU;]
